owner_key,legacy_uuid,title,topic,url,downloadable,expected_bytes,reference_status
r_piemon,r_piemon:4c64dec6-755b-413b-8e47-f32babe83f53,Ppr - Bene ex L. 1497/1939 (punti - tav. P2),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Bene_ex_L_1497_39_punti.zip,true,4744,ok
c_001272,c_l219:bceb8d51-56b0-420d-a219-27c2f3e02431,Arte urbana - SAM Parco Michelotti,society,http://geoportale.comune.torino.it/geodati/zip/a_urbana_sam_geo.zip,true,11112,ok
c_001272,c_l219:bceb8d51-56b0-420d-a219-27c2f3e02431,Arte urbana - SAM Parco Michelotti,society,http://geoportale.comune.torino.it/geodati/zip/a_urbana_sam_csv.zip,true,1080,ok
p_to,arlpa_to:07-04-03-D_2011-06-07-10:10,Arpa Piemonte - Rete Regionale Controllo Movimenti Franosi (ReRCoMF),geoscientificInformation,https://webgis.arpa.piemonte.it/geodissesto/monitoraggi/monitoraggi.zip,true,0,ok
r_piemon,r_piemon:a0cda1ac-aac8-44b0-96f3-fa0acfadaa54,Ambiti amministrativi - Comuni - 2018 Storico,boundaries,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Limiti_amministrativi/Ambiti_amministrativi_comuni_serie_storica/AMBITI_AMMINISTRATIVI_COMUNI_2018.zip,true,9650929,ok
r_piemon,r_piemon:44ddc85c-0a70-4ace-82b2-e2fee379abb3,Ppr - Lettera f) parchi (tav. P2),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Lettera_f_parchi.zip,true,790046,ok
r_piemon,r_piemon:c576aa74-73c1-44c9-941f-83df2120136a,Ambiti amministrativi - Comuni - 2023 Storico,boundaries,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Limiti_amministrativi/Ambiti_amministrativi_comuni_serie_storica/AMBITI_AMMINISTRATIVI_COMUNI_2023.zip,true,9610263,ok
c_001272,c_l219:8e83ba74-baae-49bb-93c5-b617ada55bc8,Cartografia in scarico - PRG - fogli 1:5000,imageryBaseMapsEarthCover,http://geoportale.comune.torino.it/geodati/zip/prg_fogli_5000_csv.zip,true,2569,ok
c_001272,c_l219:8e83ba74-baae-49bb-93c5-b617ada55bc8,Cartografia in scarico - PRG - fogli 1:5000,imageryBaseMapsEarthCover,http://geoportale.comune.torino.it/geodati/zip/prg_fogli_5000_geo.zip,true,10188,ok
p_to,cmto:9b63f719-ed4c-41c1-be4a-92543566ef78,PELLICE Alluvione 13-16/10/2000,geoscientificInformation,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/sit-cartografico/dwd/geoportale/dati_scaricabili/difesa_del_suolo/studi_idrogeologici/pellice/Relazione_Pellice_Alluvione2000.pdf,true,3943312,ok
p_to,cmto:39a5b361-5de9-4a2c-bef9-3b1f6e150bdd,P.P. COLLINA DI PINEROLO (P. DEFINITIVO) - Allegato 3 (Ambiti Omogenei di Paesaggio - Schede),planningCadastre,https://www.cittametropolitana.torino.it/cms/risorse/sit-cartografico/dwd/beni/paesaggio/ppcpinerolo/allegato3.pdf,true,134002,ok
r_piemon,r_piemon:b33fd019-65dc-4dad-a426-b104901b9c73,Ppr - Lettera c) fasce fluviali (tav. P2 - AGGIORNAMENTO 2026),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Lettera_c_fasce_fluviali.zip,true,10117349,ok
r_piemon,r_piemon:7a9768c1-fd24-498e-b9f3-9c9323afc6b9,Carta dei boschi pascolabili PGF - Piani di gestione forestale (ex PFA),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/SIFOR/carta_boschi_pascolabili_PGF.gpkg,true,80187392,ok
r_piemon,r_piemon:95aed80b-69d3-452a-9635-bae4f498227b,Vitigni su mosaicatura catastale di riferimento regionale 2023,farming,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/AGRICOLTURA/ViniVitigni/VITIGNI_2023-EPSG32632-GPKG.zip,true,32737237,ok
p_to,cmto:3bd46895-3158-4354-916d-545b7739c8db,Mosaico dei PRGC della città metropolitana di Torino,planningCadastre,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/sit-cartografico/dwd/geoportale/dati_scaricabili/mprg/MPRG_INFO.zip,true,306315,ok
p_bi,p_bi:8f12b9e9-9e91-4bc4-9d12-f106f6a37964,Provincia di Biella - PTPv1 - Paesaggi interesse,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/ctp-pae-sensibilita-paesistiche-e,false,0,err
p_bi,p_bi:8f12b9e9-9e91-4bc4-9d12-f106f6a37964,Provincia di Biella - PTPv1 - Paesaggi interesse,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/igt-politiche-lassetto-del-sistema,false,0,err
r_piemon,r_piemon:23008e37-7d24-4fa0-a25e-f0370628c1af,Ppr - Zona fluviale interna (tav. P4 - AGGIORNAMENTO 2026),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/zona_fluviale_interna.zip,true,9631236,ok
r_piemon,r_piemon:2608cb54-21b3-4c34-bede-e251bd08f729,Ppr - Contesti dei nodi (tav. P5),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/contesti_nodi.zip,true,1338226,ok
r_piemon,r_piemon:4ba5287d-0c81-4729-84b9-906ad5ccb173,Idrografia 1:100.000 - Laghi  - Storico,inlandWaters,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Idrografia/Idro100-laghi.zip,true,1808345,ok
p_bi,p_bi:a4ce72c2-227f-49cf-a58b-7833c0e81fa2,Provincia di Biella - PTPv1 - Rete urbana,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/igt-u-carta-degli-indirizzi-di-governo-del,false,0,err
r_piemon,r_piemon:8e90139a-3116-46cf-a569-480ef244e5de,Consorzi turistici riconosciuti ai sensi della L.R. 14/2016 (art. 18),economy,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Turismo/consorzi_turistici/consorzi_turistici.zip,true,127080,ok
p_to,cmto:3e9df34b-073e-4d36-9f20-9828cd70220f,Trasformazione storica della viabilità ferroviaria,imageryBaseMapsEarthCover,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/sit-cartografico/dwd/geoportale/dati_scaricabili/territorio/storico_viab_f.zip,true,408824,ok
p_bi,p_bi:4c5dd4d8-25be-449b-b5a8-96c32cd22498,Provincia di Biella - PTPv1 - RME,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/igt-s-inventario-degli-elementi-normativi,false,0,err
r_piemon,r_piemon:e331d313-aa9c-414d-b619-6b701481708f,"Rete ecologica della Provincia del Verbano Cusio Ossola: Carta degli habitat, Aree di Valore Ecologico (AVE) e Carta della connettività ecologica (FRAGM)",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/VCO_elementi_rete_progetto.zip,true,142115862,ok
r_piemon,r_piemon:e331d313-aa9c-414d-b619-6b701481708f,"Rete ecologica della Provincia del Verbano Cusio Ossola: Carta degli habitat, Aree di Valore Ecologico (AVE) e Carta della connettività ecologica (FRAGM)",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/VCO_elementi_rete_gpkg.zip,true,142082976,ok
p_to,arlpa_to:07.03.31-D_2013-05-17-15:37,Arpa Piemonte - Evento alluvionale del 13-16 Ottobre 2000,geoscientificInformation,https://webgis.arpa.piemonte.it/w-metadoc/Download/alluvioni/allu_2000.zip,true,13795597,ok
r_piemon,r_piemon:338e0ba0-01b1-48f2-8868-1ae35a4d304e,"Ppr - Praterie, prato-pascoli, cespuglieti (tav. P4)",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Praterie_prato-pascoli_cespuglieti.zip,true,53332798,ok
p_bi,p_bi:445c3441-5230-4c01-8e12-8022b55fa506,Provincia di Biella - articolazione territoriale,environment,https://www.provincia.biella.it/sit-e-cartografia/repertorio/consultazione/at6-matrice-ambientale,false,0,err
c_001272,c_l219:402a35e4-47af-4297-be86-836fd418811e,Dati di base - Carta Tecnica bianco e nero,imageryBaseMapsEarthCover,http://geoportale.comune.torino.it/sec/zip/carta_tecnica_bn.zip,true,101462867,ok
c_001272,c_l219:9fc01c43-6a35-41d0-a063-fff31fce90d9,Dati statistici - Circoscrizioni - Decessi,society,http://geoportale.comune.torino.it/geodati/zip/circoscrizioni_decessi_geo.zip,true,677826,ok
c_001272,c_l219:9fc01c43-6a35-41d0-a063-fff31fce90d9,Dati statistici - Circoscrizioni - Decessi,society,http://geoportale.comune.torino.it/geodati/zip/circoscrizioni_decessi_csv.zip,true,340941,ok
r_piemon,r_piemon:0d7c95ac-283a-4ed5-9d46-d0783293228e,Ptr - Ambiti di Integrazione Territoriale (AIT),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/pianif/AIT.zip,true,1571073,ok
r_piemon,r_piemon:e01ff878-bea1-4b97-9ba6-436ef2685392,Superfici prato pascolive da Land Cover (edizione 2024),biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/SIFOR/afxx_pratopascoli.gpkg,true,221118464,ok
r_piemon,r_piemon:f97d3ac6-7e94-4ac9-98ea-09108a011db8,EDILIZIA SCOLASTICA - Edifici e Aree Scolastiche,society,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Scuole/AREE_SCOLASTICHE_EDIFICI_SCOLASTICI.zip,true,1754172,ok
p_to,cmto:cdf51102-dc02-42a2-a8c5-d82c9af750eb,PTC 2 - Aree verdi urbane,utilitiesCommunication,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/territorio/dwd/pianificazione-territoriale/ptc2/shape_tavole/tav31/verde_urbano.zip,true,51820,ok
p_to,arlpa_to:07.03.24-D_2013-05-16-15:08,Arpa Piemonte - Evento alluvionale del 2-3 Novembre 1968,geoscientificInformation,http://webgis.arpa.piemonte.it/Web22/eventi_alluvionali/dati/Ev_Allu_1968.zip,true,1012102,ok
p_to,arlpa_to:07.03.24-D_2013-05-16-15:08,Arpa Piemonte - Evento alluvionale del 2-3 Novembre 1968,geoscientificInformation,http://webgis.arpa.piemonte.it/Web22/eventi_alluvionali/dati/Ev_Allu_1968_sqlite.zip,true,2670803,ok
r_piemon,r_piemon:8f0c3aec-717d-44f3-b3ce-e0815ed2b5ee,Distretti del Commercio,economy,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Commercio/distretti_commercio.zip,true,5773400,ok
r_piemon,r_piemon:441795c3-56d3-4f08-a713-cce3a510918f,ALLESTIMENTO CARTOGRAFICO DI RIFERIMENTO BDTRE 2022 B/N 1:10.000,imageryBaseMapsEarthCover,https://www.geoportale.piemonte.it/visregpigo/?action-type=dwl&url=https://geoservices.csi.it/ms/wms/bdtre/rp-01/bdtrewms/wms_griglia_scaricogp?service=WMS&version=1.3&request=getCapabilities&title=Scarico%20-%20Allestimento%201:10.000%20BDTRE%202022&layer=scBD3CTR,true,18993,ok
r_piemon,r_piemon:ea8f8213-b4a0-492f-82c2-818faa0d199b,Ppr - Relazioni visive tra insediamento e contesto SC4 (tav. P4),society,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/relaz_caratt_sc4_upp.zip,true,211883,ok
p_to,arlpa_to:07-03-01_d_ca-D_2013-11-18:17:00,Arpa Piemonte - BDGeo100 - Danni ai centri abitati,geoscientificInformation,https://webgis.arpa.piemonte.it/w-metadoc/Download/BDGeo100_danni_centri_abitati.zip,true,201056,ok
p_to,arlpa_to:07-03-01_atp-D_2013-10-21:16:00,Arpa Piemonte - BDGeo100 - Alveo tipi e portate,geoscientificInformation,https://webgis.arpa.piemonte.it/w-metadoc/Download/BDGeo100_alveo_tipi_portate.zip,true,5596289,ok
c_001272,c_l219:de2cb3c1-0623-4da4-a56e-4bbe11b7d891,Urbanistica - PRG Var. Geologica - Ambiti corsi d'acqua,planningCadastre,http://geoportale.comune.torino.it/sec/zip/ambiti_corsi_acqua.zip,true,195769,ok
p_to,arlpa_to:12.02.20-D_2011-06-15-11:16,Arpa Piemonte - Radiazione solare - anno 2009 (da DTM con passo 50 metri),climatologyMeteorologyAtmosphere,https://webgis.arpa.piemonte.it/w-metadoc/Download/radiazione_solare.zip,true,625680763,ok
r_piemon,r_piemon:1849e0e7-ff8e-4fa9-9c22-2c1ced25d8d9,"Ppr - Ghiacciai, rocce e macereti (tav. P4)",elevation,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Ghiacciai_rocce_macereti.zip,true,16214456,ok
p_bi,p_bi:9b5eb13a-0902-4ce6-9278-00d0928d17eb,Provincia di Biella - Sentieri,planningCadastre,https://www.provincia.biella.it/sit-e-cartografia/repertorio/consultazione/at5-sistema-funzionale-relazionale,false,0,err
p_to,cmto:de0ed8e3-0e41-4830-8905-e56c3a6706c1,PTC 2 - Progetti di sviluppo delle strutture universitarie,planningCadastre,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/territorio/dwd/pianificazione-territoriale/ptc2/shape_tavole/tav21/agg_universita.zip,true,20184,ok
r_piemon,r_piemon:80ba3b84-4430-4d69-a7a9-9935cc75763c,Ppr - Aree agricole in cui ricreare connettività diffusa (tav. P5),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/aree_agricole_connettivita_diffusa.zip,true,492606,ok
c_001272,c_l219:9f16b5f1-1006-4640-b38a-9a36e83bb084,Azzonamenti Sanitari - ASL,boundaries,http://geoportale.comune.torino.it/geodati/zip/asl_geo.zip,true,28620,ok
c_001272,c_l219:9f16b5f1-1006-4640-b38a-9a36e83bb084,Azzonamenti Sanitari - ASL,boundaries,http://geoportale.comune.torino.it/geodati/zip/asl_csv.zip,true,23998,ok
c_001272,c_l219:394eba52-c888-43af-9599-a9ea560851d1,Mobilità - Aree pedonali,transportation,http://geoportale.comune.torino.it/geodati/zip/aree_pedonali_geo.zip,true,42596,ok
c_001272,c_l219:394eba52-c888-43af-9599-a9ea560851d1,Mobilità - Aree pedonali,transportation,http://geoportale.comune.torino.it/geodati/zip/aree_pedonali_csv.zip,true,37532,ok
r_piemon,r_piemon:41f71e8f-c7b8-43f4-a24b-2ee630b213f4,"Rete ecologica della Provincia di Vercelli: Carta degli habitat, Aree di Valore Ecologico (AVE) e Carta della connettività ecologica (FRAGM)",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/Vercelli_elementi_rete_progetto.zip,true,208539153,ok
r_piemon,r_piemon:41f71e8f-c7b8-43f4-a24b-2ee630b213f4,"Rete ecologica della Provincia di Vercelli: Carta degli habitat, Aree di Valore Ecologico (AVE) e Carta della connettività ecologica (FRAGM)",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/Vercelli_elementi_rete_gpkg.zip,true,208500897,ok
c_001272,c_l219:cbd02575-de8e-4a76-a35d-c0ae48cbfc9a,Microzone Censuarie,boundaries,http://geoportale.comune.torino.it/sec/zip/microzone_censuarie.zip,true,32881,ok
c_001272,c_l219:cbd02575-de8e-4a76-a35d-c0ae48cbfc9a,Microzone Censuarie,boundaries,http://geoportale.comune.torino.it/sec/zip/microzone_censuarie_csv.zip,true,31458,ok
c_001272,c_l219:8933e09b-2eab-4c71-965c-82b7375f6939,Luoghi,society,http://geoportale.comune.torino.it/geodati/zip/luoghi_geo.zip,true,5755,ok
c_001272,c_l219:8933e09b-2eab-4c71-965c-82b7375f6939,Luoghi,society,http://geoportale.comune.torino.it/geodati/zip/luoghi_csv.zip,true,1366,ok
r_piemon,r_piemon:ddd19734-b314-4ef5-80f0-851ab191b28f,Ambiti amministrativi - Comuni - 2019 Storico,boundaries,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Limiti_amministrativi/Ambiti_amministrativi_comuni_serie_storica/AMBITI_AMMINISTRATIVI_COMUNI_2019.zip,true,9592196,ok
c_001272,c_l219:ee383fb3-03d2-4a3b-ae88-53e819157cf5,Arte urbana - MAU Borgo Campidoglio,society,http://geoportale.comune.torino.it/geodati/zip/a_urbana_mau_geo.zip,true,14803,ok
c_001272,c_l219:ee383fb3-03d2-4a3b-ae88-53e819157cf5,Arte urbana - MAU Borgo Campidoglio,society,http://geoportale.comune.torino.it/geodati/zip/a_urbana_mau_csv.zip,true,3306,ok
r_piemon,r_piemon:b8304564-165d-432a-9743-0ccb24d1f436,Ppr - Edificato (tavv. P2-P3-P6),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/edif_WGS.zip,true,2041912,ok
p_bi,p_bi:e78d4d24-1e62-4e8c-a436-504d5ec41cf4,Provincia di Biella - PTPv1 - Poli di interesse,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/igt-f-politiche-territoriali-della,false,0,err
r_piemon,r_piemon:410e822f-7c59-40a4-98bc-4c3f4ffe2eab,Vitigni su mosaicatura catastale di riferimento regionale 2021,farming,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/AGRICOLTURA/ViniVitigni/VITIGNI_2021-EPSG32632-GPKG.zip,true,32721988,ok
p_to,arlpa_to:SSPC-D_2019-10-07-11:38,"Arpa Piemonte - SSPC, Programmazione dei controlli nelle aziende AIA",environment,https://webgis.arpa.piemonte.it/w-metadoc/Download/aziende_AIA.zip,true,204296,ok
c_001272,c_l219:7960df3d-9bb8-41e9-8c55-de79b88f9ef0,Azzonamenti Elettorali - Collegi camerali,boundaries,http://geoportale.comune.torino.it/geodati/zip/collegi_camerali_geo.zip,true,29213,ok
c_001272,c_l219:7960df3d-9bb8-41e9-8c55-de79b88f9ef0,Azzonamenti Elettorali - Collegi camerali,boundaries,http://geoportale.comune.torino.it/geodati/zip/collegi_camerali_csv.zip,true,26194,ok
p_bi,p_bi:dc5eb0d7-7de0-4b51-865d-a0ceb6dbf3e8,Provincia di Biella - PTPv1 - Ecomusei,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/igt-u-carta-degli-indirizzi-di-governo-del,false,0,err
p_bi,p_bi:c10ac6b6-aae3-42ff-ad30-bcc029c2b45e,Provincia di Biella - PTPv1 - Dorsali alpine,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/ctp-pae-sensibilita-paesistiche-e,false,0,err
r_piemon,r_piemon:af2f6ba1-3093-4160-8cc7-d004c4f5f962,Siti Rete Natura 2000,biota,https://www.regione.piemonte.it/web/temi/ambiente-territorio/biodiversita-aree-naturali/parchi/dati-alfanumerici-geografici-aree-protette,true,180924,ok
r_piemon,r_piemon:fb63b80d-d938-4b86-b803-4efd8d69ea92,Ppr - Torino e centri di I-II-III rango (tav. P4),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/torino_e_centri_i_ii_iii_rango_upp.zip,true,25055,ok
p_bi,p_bi:95d2f6a0-b4bc-49eb-a3de-6c263dcd3b28,Provincia di Biella - PTPv1 - Architettura rurale di valore,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/igt-politiche-lassetto-del-sistema,false,0,err
c_001272,c_l219:ada59ea0-aec3-4ee5-bd38-a3568bb59f31,Carceri,society,http://geoportale.comune.torino.it/geodati/zip/carceri_geo.zip,true,19368,ok
c_001272,c_l219:ada59ea0-aec3-4ee5-bd38-a3568bb59f31,Carceri,society,http://geoportale.comune.torino.it/geodati/zip/carceri_csv.zip,true,659,ok
p_to,cmto:02432bc5-7b3c-495c-bab8-8562edba3cc6,PTC 2 - Residenze Sabaude,society,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/territorio/dwd/pianificazione-territoriale/ptc2/shape_tavole/tav32/r_sabaude.zip,true,19997,ok
r_piemon,r_piemon:167eb45f-ceb9-41eb-a7bb-5d501e5bad22,"Rete ecologica della Provincia di Cuneo: carta degli habitat, carta dell'uso del suolo, carta della connettività ecologica, aree di valore ecologico (AVE), aree sorgente ed elementi di connessione",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/Cuneo_elementi_rete_progetto.zip,true,459533309,ok
r_piemon,r_piemon:167eb45f-ceb9-41eb-a7bb-5d501e5bad22,"Rete ecologica della Provincia di Cuneo: carta degli habitat, carta dell'uso del suolo, carta della connettività ecologica, aree di valore ecologico (AVE), aree sorgente ed elementi di connessione",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/Cuneo_elementi_rete.zip,true,459419350,ok
p_to,cmto:7246e765-1190-4f5b-9555-5d30b14442ab,PTC 2 - Percorsi Turistico-Culturali,society,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/territorio/dwd/pianificazione-territoriale/ptc2/shape_tavole/tav32/percorsi_turistico_culturali.zip,true,108716,ok
r_piemon,r_piemon:c8f22fcb-7327-4edf-90a7-930ef36767a9,"Rete ecologica della Provincia di Asti: Carta degli habitat, Aree di Valore Ecologico (AVE) e Carta della connettività ecologica (FRAGM)",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/Asti_elementi_rete_progetto.zip,true,563555525,ok
r_piemon,r_piemon:c8f22fcb-7327-4edf-90a7-930ef36767a9,"Rete ecologica della Provincia di Asti: Carta degli habitat, Aree di Valore Ecologico (AVE) e Carta della connettività ecologica (FRAGM)",biota,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/ReteEcologica/Asti_elementi_rete_gpkg.zip,true,63963136,ok
r_piemon,r_piemon:e6101520-d9df-4926-8543-6772d9679054,Ambiti amministrativi - Comuni - 2012 Storico,boundaries,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Limiti_amministrativi/Ambiti_amministrativi_comuni_serie_storica/AMBITI_AMMINISTRATIVI_COMUNI_2012.zip,true,9732397,ok
p_to,cmto:342ae4f3-5783-4e95-97d9-d00a9dbccb05,PTC 2 - Aree periurbane,farming,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/territorio/dwd/pianificazione-territoriale/ptc2/shape_tavole/tav31/periurbano.zip,true,384991,ok
r_piemon,r_piemon:55618be0-ff8c-4090-aff8-40efc3a48af6,Vini – indicazione dell’idoneità alla D.O. su mosaicatura catastale di riferimento regionale 2025,farming,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/AGRICOLTURA/ViniVitigni/IDONEITA_PRODUZIONE_VINO_DO_2025-EPSG32632-GPKG.zip,true,32684056,ok
r_piemon,r_piemon:4d0dd64c-2b9e-4ea0-a073-f228e7f7b8ee,BDTRE 2016 - RASTER B/N 1:10.000,imageryBaseMapsEarthCover,https://www.geoportale.piemonte.it/visregpigo/?action-type=dwl&url=https://geoservices.csi.it/ms/wms/bdtre/rp-01/bdtrewms/wms_griglia_scaricogp?service=WMS&version=1.3&request=getCapabilities&title=Scarico%20-%20BDTRE%20raster%20b/n%201:10.000%20(2014-2019)&layer=scBD3CTRstor,true,18993,ok
r_piemon,r_piemon:d5add1c4-9ce6-41c3-a3df-6001267ec366,Ppr - Macroambiti di paesaggio (tav. P6),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Macroambiti.zip,true,1438351,ok
r_piemon,r_piemon:9d08b8b0-8c8c-483d-960f-b1991eab2de4,Ppr - Siti inseriti nella lista del Patrimonio Mondiale UNESCO: residenze sabaude (tav. P5),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/residenze_sabaude.zip,true,53547,ok
c_001272,c_l219:8e114aad-98df-4de9-a873-efe16f33065a,Urbanistica - PRG ZUCS - Aree da trasformare,planningCadastre,http://geoportale.comune.torino.it/sec/zip/aree_da_trasformare.zip,true,11644,ok
p_bi,p_bi:3aab628e-c877-466e-8b5c-a681d7ea099e,Provincia di Biella - PTPv1 - Aree per il tempo libero,planningCadastre,https://www.provincia.biella.it/repertorio/consultazione/at8-strumenti-di-pianificazione/igt-f-politiche-territoriali-della,false,0,err
c_001272,c_l219:b82f8d4c-e80b-42b2-a450-a1a5d6e2a9fb,Teatri,society,http://geoportale.comune.torino.it/geodati/zip/teatri_geo.zip,true,19549,ok
c_001272,c_l219:b82f8d4c-e80b-42b2-a450-a1a5d6e2a9fb,Teatri,society,http://geoportale.comune.torino.it/geodati/zip/teatri_csv.zip,true,2520,ok
r_piemon,r_piemon:ae669219-2169-4c55-b063-eb37cb848102,Ppr - Assi prospettici (tav. P4),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/assi_prospettici.zip,true,3159,ok
p_to,cmto:31bcc601-5549-4442-a495-32fe9fe42582,PTC 2 - Comuni in fabbisogno abitativo consistente,planningCadastre,https://www.cittametropolitana.torino.it/sites/default/files/pagina/risorse/territorio/dwd/pianificazione-territoriale/ptc2/shape_tavole/tav21/fabb_abitativo.zip,true,25012,ok
c_001272,c_l219:b83e2611-6f88-429b-b5de-b68b35da1d98,Urbanistica - PRG Var. Geologica - Classe di stabilita' III4,planningCadastre,http://geoportale.comune.torino.it/sec/zip/classe_di_stabilita_III4.zip,true,5463,ok
c_001272,c_l219:2b64149d-ab62-47d3-a506-1148f5be3fb5,Azzonamenti Elettorali - Collegi provinciali,boundaries,http://geoportale.comune.torino.it/geodati/zip/collegi_provinciali_csv.zip,true,105287,ok
c_001272,c_l219:2b64149d-ab62-47d3-a506-1148f5be3fb5,Azzonamenti Elettorali - Collegi provinciali,boundaries,http://geoportale.comune.torino.it/geodati/zip/collegi_provinciali_geo.zip,true,106065,ok
r_piemon,r_piemon:cbb6cf2a-7e64-4518-8858-585845917450,Ppr - Aree non montane a diffusa presenza di siepi e filari (tav. P4),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/aree_non_montane_siepi_filari_upp.zip,true,303121,ok
r_piemon,r_piemon:7a49eefc-26de-4b10-a07a-7e435b605421,Aree soggette al divieto d’impiego di prodotti fitosanitari contenenti Bentazone ai sensi del DM 9 Marzo 2007,environment,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/Ambiente/AreeFitosanitari/Vincoli_DM_9_Marzo_2007.zip,true,10172820,ok
r_piemon,r_piemon:fbb7969f-9ad2-43c3-89aa-8e2eb9ddb307,TRAFFICO GIORNALIERO MEDIO 2019 SU ELEMENTO STRADALE BDTRE,transportation,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/TRASPORTI/TGM_su_ElementoStradaleBDTRE_2019.zip,true,80338148,ok
r_piemon,r_piemon:7bd5832c-909f-4eba-b237-b3f8ba49701b,Ppr - Aree libere di elevato valore paesaggistico e panoramico,planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Aree_libere_elevato_valore_paes.zip,true,31941,ok
r_piemon,r_piemon:b65fc959-dfa5-4edd-991d-b6b9f638ab5b,Ppr - Lettera b) fasce lacuali (tav. P2) (AGGIORNAMENTO 2026),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Lettera_b_fasce_laghi.zip,true,981827,ok
r_piemon,r_piemon:f5970e1a-18a4-4630-b2f5-9e2a07363665,Ppr - Morfologia insediativa m.i. 15 (tav. P4),planningCadastre,https://www.datigeo-piem-download.it/direct/Geoportale/RegionePiemonte/PPR/Morfologia_insediativa_15.zip,true,277856,ok
